id,time,source,sub_source,writer,link,text,cb_level
 39549629555695116, 27/09/2016 12:43, TB, YNET - עמוד הבית, רועי, http://www.ynet.co.il/articles/0%2c7340%2cL-4860148%2c00.html, מי שבוגד בערכי צהל כאילו בגד בעם ישראל כולו-אליאור עזריה הוא בוגד קטן ושפל<br/>,3
 19519150495782170323391242240, 01/10/2016 01:48, twitter, twitter, מור זגורי, http://twitter.com/mor3495/statuses/782170323391242240, @giladerdan1 מנע כניסת אנרכיסטים מהארץ ומהעולם למוקדי חיכוך שמקללים ומעליבים את חיילי צהל שעושים את עבודתם .,1
 19519150495782294673155039232, 01/10/2016 10:02, twitter, twitter, Lady Offside, http://twitter.com/ladygreenland/statuses/782294673155039232, @BeavisBN קבוצה מנסה להתאושש מנצחת בשיניים והאידיוטים האלה שורקים להם ומקללים ולא נותנים להם לגשת ליציע בסיום,3
 29517495181305872, 04/10/2016 01:53, forum, tapuz - אקטואליה, גלובליסט, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181305872, גוי ואבוי  אתה שותק לגותרמן המקלל את בני עמך?-אצלו כל ערבי הוא להטטב...,1
 3954962910149536, 27/09/2016 01:55, TB, Ynet - ספורט, חיים כץ, http://www.ynet.co.il/articles/0%2c7340%2cL-4860149%2c00.html, לא מבין-אוהדי הפועל אלו שמקללים בחודורוב לא עובדים ? ממה הם חיים ? <br/>,1
3.95497E+15, 28/09/2016 11:04, TB, Ynet - חדשות, אייל, http://www.ynet.co.il/articles/0%2c7340%2cL-4860987%2c00.html, אתה מכבד את פרס ומקלל את שמיר?-מאיפה הוא היה צריך לדעת שטירוף השלום ישתלט אחריו?,1
 5951367605525229510154090644732523, 06/10/2016 09:36, facebook, FaceBook - חדשות ערץ 2, חדשות 2, http://www.facebook.com/permalink.php?story_fbid=10154090644732523&id=136760552522, תסתום את הפה שלך- תמות - גננת תועדה מקללת וצועקת בפעוטון בדרוםhttp://bit.ly/2dvGxF1,3
 595407003609318394951323268074358605, 06/10/2016 04:07, facebook, FaceBook - פשפשוק, פשפשוק, http://www.facebook.com/permalink.php?story_fbid=1323268074358605&id=407003609318394, תסתום את הפה שלך- תמות - גננת תועדה מקללת וצועקת בפעוטון בדרוםחדשות 2 - פשפשוק -,1
 29516645695169864497, 08/10/2016 11:31, forum, fxp-דיבורים, LironHai, http://www.fxp.co.il/showthread.php?t=17685206&p=169864497#post169864497, תודה לכולם- פורסם במקור על ידי ThroughTheSixאני שתפ של משרד| וואלה וגי פינסתלונה | על מנהל שמקלל,1
 29516672895169827183, 07/10/2016 05:39, forum, fxp-Dota, StakaBoom, http://www.fxp.co.il/showthread.php?t=17675165&p=169827183#post169827183, מה המשמעות של Dota עבורכם?-משחק תחרותי עם החברים ומקללים אחד את השני בטים גיימס מעצבים,1
 5951319660535024229510208915376379660, 07/10/2016 12:31, facebook, FaceBook - כלבים אבודים, Valeria Bondar, http://www.facebook.com/permalink.php?story_fbid=10208915376379660&id=131966053502422, חייבת עזרה באופן בהול . לאמא שלי נגנבה כלבה מסוג צ'יוואווה לפני כמה ימים .. בהתחלה חשבה שאבדה  אבל עכשיו כבר בטוח שנגנבה . יש חשד לשכנים שגרים בבניין   אדם ממוצא ערבי שיש מצב שגונב כלבים ומעביר לשטחים/כפרים . אנא אם מישו כאן יכול אכשהו לעזור לנו אמא שלי בדכאון מהמצב ... הכלבה עונה לשם שלי . חברותית נורא   אין לה מיתרי קול כי איזו מגדלת ימח שמה הורידה לה אותם. אנאא עזרו לפחות בשיתופים   זו כלבה שהיא כבר די מבוגרת ועברה הרבה בחייה. נעלמה בעפולה עלית בערך ב2.10,3
 19519150495782910840353787904, 03/10/2016 02:51, twitter, twitter, Princessinbar, http://twitter.com/S_Inbar/statuses/782910840353787904, חחחחח אורנה בוגדת בנדב והוא אומר שהיא בחיים לא תבדוק,1
 19519150495782641210963980288, 02/10/2016 08:59, twitter, twitter, ?הודיה דרעי?, http://twitter.com/hodaia_deri123/statuses/782641210963980288, חחחחח היא לא בוגדת בגינס ????,1
 3954962274379512, 26/09/2016 11:03, TB, Ynet - חדשות, רועי, http://www.ynet.co.il/articles/0%2c7340%2cL-4859933%2c00.html, בוגדת!!!-<br/>,3
 29517495181322293, 09/10/2016 11:33, forum, tapuz - אקטואליה, גוטרמן מוטקה, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181322293, כלומר ממשלת הימין גם היא בוגדת כולל בנט?-,3
 29512043095957327, 08/10/2016 11:28, forum, askpeople-חברים ואנשים, אני קטינה כי  אני רק, http://www.askpeople.co.il/question/139326, זונה קיללה אותי כי סירבתי לה. מה עשיתי לא טוב?-זה בדיוק כמו שאתה שואל מוכר/ת בחנות כלשהי אם נשאר מוצר מסויםהיא/הוא עונה שלא/עונה שכן אבל המחיר גבוה מאודולא קונה ויוצא מהחנות..-כמה כסף זה כבר עולה? 300 שקל ?יש הרבה שלא יסרבו והיא לא צריכה לקלל כל אחד שלא מסכים... לא משנה שזאת העבודה שלהם...,1
 19519150495780751578726891520, 27/09/2016 03:50, twitter, twitter, בני שלזינגר, http://twitter.com/bbsch9721/statuses/780751578726891520, @gershuni קריאת גיוס לבוגדים.,1
 29517495181283944, 27/09/2016 07:29, forum, tapuz - אקטואליה, מיד תועבר לעמוד, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181283944, קשקשן-הבוגדים הם מהסמולתמיד&nbsp,3
 3954972538589571461, 06/10/2016 02:02, TB, Ynet - כלכלה, רותם, http://www.ynet.co.il/articles/0%2c7340%2cL-4863205%2c00.html, עדיף שיצביעו לכחלון ולא לבוגדים של מרצ-,3
 19519150495784361475783663618, 07/10/2016 02:55, twitter, twitter, דוב מורל, http://twitter.com/DovMorell/statuses/784361475783663618, @RoySharon10 שישב בצד הבוגד השקרן.,3
 29517495181321584, 09/10/2016 07:53, forum, tapuz - אקטואליה, גוטרמן מוטקה, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181321584, למה אינך מגנה את הכורדי-הבוגד,3
 29517495181297484, 01/10/2016 01:37, forum, tapuz - אקטואליה, גלובליסט, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181297484, שמאלנים מקללים ומחרבנים בפורום זאת הנורמה כאן-הם הביאו את זה מהבית והמנעלים תומכים בהם.,1
 19519150495784659347834015744, 08/10/2016 10:39, twitter, twitter, Roni More, http://twitter.com/RoniMore1/statuses/784659347834015744, RT @noamr: מתחיל לחבב את הז'אנר של מקללים ובוכים,1
 19519150495785392054767611904, 10/10/2016 11:10, twitter, twitter, שגריר של רצון טוב??, http://twitter.com/aogoodwill/statuses/785392054767611904, @AlonFridman איזה מהם? הצייצניות מין או היוזרים שרק מקללים את כולם?,1
 19519150495782381689213489152, 02/10/2016 03:48, twitter, twitter, בוואריה סמאללה, http://twitter.com/Bavaria_smala/statuses/782381689213489152, RT @LingRunge: וסיננת לרעך כמוך ויומר רעך יבן זונה פאקבוי מטומטם ויבכה רעך,3
 19519150495782315619614097408, 01/10/2016 11:25, twitter, twitter, המיכל, http://twitter.com/LingRunge/statuses/782315619614097408, וסיננת לרעך כמוך ויומר רעך יבן זונה פאקבוי מטומטם ויבכה רעך,3
 595302722616511146951027793140670753, 06/10/2016 10:41, facebook, FaceBook - באר שבע בפייסבוק, באר שבע והסביבה בפייסבוק, http://www.facebook.com/permalink.php?story_fbid=1027793140670753&id=302722616511146, הגננת הוקלטה מקללת: חרא של ילדחשדם של הורים לתינוקות בפעוטון בבש התעורר לאחר שילדיהם החלו להתנהג באופן מוזר והם החליטו להטמין מכשיר הקלטה במעון. הגננת נשמעת כשהיא צועקת ומקללת  ולטענת ההורים - אף מכה את התינוקות: זה הסיוט הכי גדול שיכול להיות להורהלכתבה המלאה לחצו>>>http://s.reshet.tv/2cVj6BH,1
 19519150495780658794728652800, 27/09/2016 09:42, twitter, twitter, FakeEhudBarak, http://twitter.com/FakeEhudBarak/statuses/780658794728652800, @FakeEhudBarak במקרה הטוב או כבוגד במקרה הפחות טוב. ובאופן אירוני הוא אכן בוגד  כי הוא בוגד באתוס ששולט כאן בשנים האחרונות ומורה לנתינים,1
 29517495181296113, 30/09/2016 09:06, forum, tapuz - אקטואליה, מיד תועבר לעמוד, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181296113, מראבו לא מקלל-וכושר ההתבטאות שלו בכלל לא רעאתה כנראה מתבלבל&nbsp,1
 3954961962119578, 26/09/2016 06:55, TB, Ynet - ספורט, הענק הירוק עם הגביע, http://www.ynet.co.il/articles/0%2c7340%2cL-4859833%2c00.html, למה צרלי שין מקלל את אריאל הרוש?-<br/>,1
 19519150495780747649133707264, 27/09/2016 03:35, twitter, twitter, feniguy, http://twitter.com/feniguy/statuses/780747649133707264, אני מתנצל אם אני מקלל יותר מדי בזמן האחרון  אם נפגעתם כוסאמאשלכם,3
 19519150495783930997012303872, 06/10/2016 10:24, twitter, twitter, אליסף ליפשיץ, http://twitter.com/elyasaflif/statuses/783930997012303872, @israelconnect  נתן זהבי... גם ב @GLZRadio הוא רק מקלל ומתמרמר,1
 29516663595169727516, 04/10/2016 05:38, forum, fxp-אוהדים בארץ - כללי, קפצון, http://www.fxp.co.il/showthread.php?t=17667557&p=169727516#post169727516, הרגע הזה- פורסם במקור על ידי Maor Buzagloעל אוהדי אשקלון יקוקסינללמה אתה מקלל ילדון,3
 19519150495783991952618483714, 06/10/2016 02:27, twitter, twitter, YoC, http://twitter.com/Redhead_Yossi/statuses/783991952618483714, @itay0s גרוזיני מקלל:שכלב יחרבן על מי שגידל אותךפוריל,3
 19519150495783992344638959616, 06/10/2016 02:28, twitter, twitter, MetsIt, http://twitter.com/MetsIt28/statuses/783992344638959616, @itay0s רוסי מקלל: שייגמר לך הזקוסון בזמן שאתה פידאראס,3
 29517495181314169, 06/10/2016 09:40, forum, tapuz - אקטואליה, מיד תועבר לעמוד, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181314169, בפרום הזה מנעל מקלל גולשים-עבירה על חוקי האתר&nbsp,1
 19519150495785212813883084800, 09/10/2016 11:18, twitter, twitter, ברוך קרמר, http://twitter.com/baruchkremer/statuses/785212813883084800, @frak001 אוי אוי אוי  הוא לא נחמד  הוא מקלל...,1
 595100001615818828951221285837935265, 08/10/2016 09:14, facebook, FaceBook - Udi Etsion, Udi Etsion, http://www.facebook.com/permalink.php?story_fbid=1221285837935265&id=100001615818828, איך פוליטיקאי ישראלי אחד מקלל פוליטיקאי אחר? שיוסי ביילין ועמירם לווין יספידו אותך,3
 3954970199909576, 04/10/2016 06:53, TB, Ynet - חדשות, פאדי, http://www.ynet.co.il/articles/0%2c7340%2cL-4862631%2c00.html, איימן עודה... אופו אתם?בוגדים-,3
 19519150495780510909437452288, 26/09/2016 11:54, twitter, twitter, Adir Asraf, http://twitter.com/adirasraf/statuses/780510909437452288, יש בוגדים בכל פינה גם בתוך חדר עגול,1
 29517495181311529, 06/10/2016 08:26, forum, tapuz - אקטואליה, ה כ ל, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181311529, לא בוגדים ולא אנטישמים. נגב את הקצף מהשפתיים -,3
 595100006259245593951784945218390769, 05/10/2016 02:09, facebook, FaceBook - Dina Israeli, Dina Israeli, http://www.facebook.com/permalink.php?story_fbid=1784945218390769&id=100006259245593, לגמרי!   בחברים לא בוגדים !!!!!,1
 19519150495784766604118818817, 08/10/2016 05:45, twitter, twitter, Sapsap Underwood, http://twitter.com/Ha_Sapsap/statuses/784766604118818817, חוץ מכמות הקללות הבלתי נדלית  מטומטמת היא סדרה מעולה.,1
 595331943173551329951152084628203842, 06/10/2016 04:00, facebook, FaceBook - הרב יגאל כהן, הרב יגאל כהן, http://www.facebook.com/permalink.php?story_fbid=1152084628203842&id=331943173551329, אחר הצהרים מבורכים אהובייאחת הבעיות הקשות היא  לא נעים  אבל... קללות. כן. איש/אשה  אבא/אמא מקללים את השכנים  הקרובים וכו'...בואו נחשוב על זה ביחד... עשרת ימי תשובה אהוביי. יש לנו מה לתקן.,1
 795z124xf1hhkmaw1wgi04cgz5bgxjbgxl5xa0, 30/09/2016 02:17, Youtube, youtube, ori king, https://www.youtube.com/watch?v=vGg93bAk7qI, תעשה מלא סרטונים של פיפא (ותפסיק לקלל בבקשה),1
 795z13nglozjziiinrva235jhb4ulfzexehw04, 30/09/2016 06:19, Youtube, youtube, Lina LN, https://www.youtube.com/watch?v=e3idayhvfP4, כששמעתי ביטוי מוכר ואז הבנתי שקיללת ברוסית חיחי,1
 29517495181294997, 30/09/2016 01:47, forum, tapuz - אקטואליה, בוזי15, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181294997, זה לא פייר לקלל אנשי ימין  ורבנים   וראשי-עיר-,1
 795z12dfxsguzzntdtn5234gvupbxq0g5sr204, 30/09/2016 01:34, Youtube, youtube, שקד סמה, https://www.youtube.com/watch?v=uteVKdHAWMM, תפסיק לקלל גבר יש ילדים קטנים שצופים בך,1
 795z125fhiwgsenujryj04ce1jozwznzh1qzvs0k, 03/10/2016 05:28, Youtube, youtube, shosho hashual 7, https://www.youtube.com/watch?v=JKTJcAISLk4, כל מי שאומר שטולי יפסיק לקלל אז שיילך להזדיין,3
 795z13tdlqpgkqvtv0ur23gxzqpltf4e5fsx, 03/10/2016 06:26, Youtube, youtube, טוני בוהדנה, https://www.youtube.com/watch?v=JKTJcAISLk4, שקיללת זה הצחיק אותי  ספיספסת בעיטות אוהב  טערוץ,1
 19519150495782606385057968128, 02/10/2016 06:41, twitter, twitter, linoypessah, http://twitter.com/linoypessah/statuses/782606385057968128, קלל https://t.co/1lFyOUCeQn,1
 5952400496637939510154550896893794, 04/10/2016 10:28, facebook, FaceBook - חדשות 10, חדשות 10, http://www.facebook.com/permalink.php?story_fbid=10154550896893794&id=240049663793, ככה יעשה למי שיעז לקלל את הגברת הראשונה >>,1
 19519150495783363139572228096, 04/10/2016 08:48, twitter, twitter, Topaz_H, http://twitter.com/topaz11011/statuses/783363139572228096, לפני יומיים רק קיללתן פתאום עכשיו כל ערב לסליחות,1
 19519150495783353112413298689, 04/10/2016 08:08, twitter, twitter, אלוננים, http://twitter.com/AlonFridman/statuses/783353112413298689, @lobolaat רק שלא יתחיל לקלל :),1
 795z133fzfz3zuoeba5504cehcxwqa3zpja53k, 03/10/2016 05:31, Youtube, youtube, MCplayer-TV-IL, https://www.youtube.com/watch?v=aJkQTl8P1sc, אני אוהב אותך אבל אתה צריך להפסיק לקלל אוקיי,1
 795z124f1qosuucyn4y404cehcxwqa3zpja53k, 03/10/2016 05:30, Youtube, youtube, MCplayer-TV-IL, https://www.youtube.com/watch?v=aJkQTl8P1sc, טולי יש לי בקשה אתה יכול להפסיק לקלל,1
 19519150495780505732764557316, 26/09/2016 11:34, twitter, twitter, מזגן מפוצל, http://twitter.com/mefazer/statuses/780505732764557316, @Azi__ אמאש'ך מסגבירה אל תקלל,3
 39549645527295931338, 27/09/2016 10:08, TB, WWW.BHOL.CO.IL/ - BHOL -  כלכלה,unkown, http://www.bhol.co.il//109215/אשכנזים-קשה-לכם-להודות-בפגמים-טור.html, ספרדי נחיתי מסכן שחוץ מלקלל אשכנזים אין לו כלום בחיים-,3
 795z12evxfxsvuje50v422jsfvgourpjnava, 27/09/2016 07:57, Youtube, youtube, ido hadar, https://www.youtube.com/watch?v=dD8I9wET54w, אם תקלל פחות בסירטומים שלך הם יהיו יותר טובים!,1
 19519150495780517278353723392, 27/09/2016 12:19, twitter, twitter, AnotherMan Harry, http://twitter.com/barbendavid/statuses/780517278353723392, @wezaynit למה ישן לקלל שיהיה לך לילה טוב,1
3.95496E+15, 27/09/2016 01:15, TB, Ynet - ספורט, יואב, http://www.ynet.co.il/articles/0%2c7340%2cL-4860149%2c00.html, אז כנראה שכדאי לקלל את גוטמן כדי שיעוףףףףףף-,3
 3954962848259547, 27/09/2016 01:32, TB, Ynet - ספורט, מאיר, http://www.ynet.co.il/articles/0%2c7340%2cL-4860143%2c00.html, זה-קללת ביתר כמו שקרא לרוב שחקני ביתר שעזבו,1
 29517495181292736, 29/09/2016 05:04, forum, tapuz - אקטואליה, בוזי15, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181292736, בסוף קיללת אותם שבניהם ישרתו בחברון.זה לא יפה-,1
 795z13hzdfpgpygcn11i23av5wy0lrehviil04, 04/10/2016 05:56, Youtube, youtube, נתן בוקובצקי, https://www.youtube.com/watch?v=p1frxHBEVhk, אין על השירים האלה תמשיך לקלל כמו שאתה יודע,1
 19519150495783428589874216960, 05/10/2016 01:08, twitter, twitter, שמעון בוזגלו, http://twitter.com/izhaki1212/statuses/783428589874216960, @amitlevi1 @danaspec @SheepWarrior1 למה לקלל?,1
 19519150495783926549468897280, 06/10/2016 10:07, twitter, twitter, Not Hapoel Tel Aviv, http://twitter.com/HapoelAviv/statuses/783926549468897280, מתגעגעים לבחורים באדום? בואו לקלל אותם באימון הערב!,3
 595363684413729131951048922808538618, 05/10/2016 09:32, facebook, FaceBook - המדען המאמין, המדען המאמין, http://www.facebook.com/permalink.php?story_fbid=1048922808538618&id=363684413729131, הלכות דיינים שלא לקלל דיין וישראל ילקוט יוסף,1
 795z12ktf2gurqmiruuu22xzxtq1ky5zt4lc, 05/10/2016 07:01, Youtube, youtube, Shmuel Gaming TV, https://www.youtube.com/watch?v=fSUm3bBTfns, יפה מאד אבל למה קיללת בסוף זה סתם הרס,1
 29517495181308733, 05/10/2016 12:31, forum, tapuz - אקטואליה, מוטי חוף מציצים 11, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181308733, מסרים נחל עמודמספיק לקלל בשני ניקיםאחד ימיןשני שמאל,1
 19519150495783676654329749504, 05/10/2016 05:34, twitter, twitter, איש של מילים, http://twitter.com/Metahgavoh/statuses/783676654329749504, שמעתי מישהי עכשיו מקללת מישו בטלפון וקוראת לו שקץ!,1
 19519150495784400167810240512, 07/10/2016 05:29, twitter, twitter, tini.il.love?, http://twitter.com/ofir_shemo23/statuses/784400167810240512, #WeWantGotMeStartedTourInISRAELאם זאת לא הייתה טיני הייתי מקללת,1
 19519150495784134499504447488, 06/10/2016 11:53, twitter, twitter, mrxela atheist, http://twitter.com/Mrxelatheist/statuses/784134499504447488, @LevranMerabi אני לא קיללתי רק ציינתי השערה,1
 19519150495785004692548030464, 09/10/2016 09:31, twitter, twitter, YARDEN, http://twitter.com/yarden63201/statuses/785004692548030464, @lin_646 אבל את רק מקללת,1
 595100002966359256951062508410524694, 27/09/2016 08:08, facebook, FaceBook - עמית בוחבוט, עמית בוחבוט, http://www.facebook.com/permalink.php?story_fbid=1062508410524694&id=100002966359256, מי לימד תילד לקלל בערבית Amir Lidor Amoyal,1
 595100000366975025951248554678500086, 05/10/2016 12:49, facebook, FaceBook - אמנון יוסף, אמנון יוסף, http://www.facebook.com/permalink.php?story_fbid=1248554678500086&id=100000366975025, חברים שעובדים לא לקלל סתם מחר לא יום ראשון,1
 19519150495785190661007876096, 09/10/2016 09:50, twitter, twitter, פבלוב דוד, http://twitter.com/baruchpavlov961/statuses/785190661007876096, @YYfessel לקלל בני אדם זה מזהם את הנפש,1
 3954969984259515, 03/10/2016 04:24, TB, YNET - עמוד הבית, אביעד, http://www.ynet.co.il/articles/0%2c7340%2cL-4862101%2c00.html, הוא נראה שמאלני-סתם בוגד<br/>,3
 19519150495780490916251504640, 26/09/2016 10:35, twitter, twitter, Bar Haim, http://twitter.com/BARHAIM99/statuses/780490916251504640, בוגד נשאר בוגדדדדדד!!!!!!!,3
3.95497E+14, 04/10/2016 01:38, TB, MAKO.CO.IL - MAKO - חדשות, * לוחם גולני, http://www.mako.co.il/news-israel/local-q4_2016/Article-a32e1622e5e8751004.htm?sCh=0e9c6603e7478110&pId=25483675, 7.  אזריה גיבור ישראל!  יעלון בוגד בעם ישראל-,3
 29517495181321587, 09/10/2016 07:53, forum, tapuz - אקטואליה, גוטרמן מוטקה, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181321587, כלומר אתה תומך כמו הכורדי בכניעת המדינה-לחמאסגם אתה בוגד,3
 19519150495785043864394436608, 09/10/2016 12:06, twitter, twitter, Katmando, http://twitter.com/kat_men_do/statuses/785043864394436608, @niroduhn יותר גרוע זה חבר בוגד ותתרן #סליחה,1
 19519150495785043485355376640, 09/10/2016 12:05, twitter, twitter, niro, http://twitter.com/niroduhn/statuses/785043485355376640, הכי גרוע זה חבר בוגד וחתרן #היה_חבר,1
 29516646295169879400, 09/10/2016 05:50, forum, fxp-מסביב לעולם, WinNeRX, http://www.fxp.co.il/showthread.php?t=17686450&p=169879400#post169879400, חודש בפיליפינים- פורסם במקור על ידי DrPizzaתחפש פשוט נשיא הפלפינים בחיפוש.ואני לא חושב שאתה בכלל צריך להגיע למצב כזהכן כמו שאמרתי הוא פסיכופת אבל לא קשור אלנוהנה מה שהוא אמר  היטלר טבח שלושה מיליון יהודים. יש שלושה מיליון נרקומנים וסוחרים שאשמח לטבוח בהםועוד הוא מקלל את אובמה אומר לו יבן זונה חחחח  נערך לאחרונה על ידי WinNeRX  09-10-2016 בשעה 17:51,3
 29517495181314038, 06/10/2016 09:10, forum, tapuz - אקטואליה, מיד תועבר לעמוד, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181314038, גועל ?-1. גועל זה סובייקטיבי לחלוטין2. גועל מותר בדמוקרטיה - גם הודעות מטומטמות של גוטי מותרות - אין למחוק אותן3. אינך מבין זאת לכן אינך מוכשר לנהל פורום אינטרנטי דמוקרטי - פנה את המקום למישהו אחר4. פתחת את השרשור רק אחרי הנזיפה שלי לסמול  שמתעלם ממותם של חיילי צהל  או אפילו שמח על כך.5. אף אחד מהחברים הסמולנים שלך לא השתין על השרשור שפתחת  והוא גלש לעמוד השני  מה שמוכיח שצדקתי ב 100% (הם עסוקים בלקלל אותי)4. לא כתבתי שום דבר שאינו אמת טהורה5. לך בעצמך לקיבינימאט - ואל תחזור&nbsp&nbsp,3
 19519150495782582257886322689, 02/10/2016 05:05, twitter, twitter, Rafi reshef, http://twitter.com/ReshefRafi/statuses/782582257886322689, לשנות את נתיבי אילון לפרס?עד שזכה לעדנה וכולם אהבו אותולמה לעשות לו את זה?למה ששוב אלפי נהגים יקללו אותו?שנה טובהשנת שקט ושלווה,1
 3954963145749557, 27/09/2016 01:23, TB, גלובס online - גלובס SITE, ננ, http://www.globes.co.il/serve/article_response/show_response.asp?StockView=false&did=1001154654&pdid=1001154654&res=7498619&title=, תקרא את הכותרת שוטה. מי שקילל-תקרא את הכותרת שוטה. מי שקילל זה שטייניץ*,3
 39549719824695168, 05/10/2016 08:42, TB, גלובס online - גלובס SITE, זבל שמאלני, http://www.globes.co.il/serve/article_response/show_response.asp?StockView=false&did=1001155476&pdid=1001155476&res=7508252&title=, היה בוגד מאוס  חבל שלא נתלה.-היה בוגד מאוס  חבל שלא נתלה. אתך יחדיו,3
 29517495181324025, 09/10/2016 07:23, forum, tapuz - אקטואליה, חוח האחד, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181324025, האם אתה טוען שבוז'י הוא בוגד?-כי כל מי שחבר בקרן החדשה לישראל הוא בוגד לדעתי.,3
 19519150495785386254263316480, 10/10/2016 10:47, twitter, twitter, pony princess, http://twitter.com/PonyPrincipessa/statuses/785386254263316480, @Tzvi_Brod מה זאת אומרת כבר שכחת את סמולני בוגד?? יא סמולני בוגד,3
 119517853101983107320, 29/09/2016 02:57, Instagram, Instagram - fighting_the_arabs_lie, benhagqg, https://www.instagram.com/p/BK59TXfgDFK, @dvirdei @binyamin18 @raz159 @elodi_uzan @shachar__green מה יבני זונות מה ישמאלנים בני שרמוטות בוגדים חארות זדיינו מפה אם לא טוב לכם אתם סרטן למדינה שלנו יזבלים תמותו כבר,3
 29517495181299916, 02/10/2016 09:49, forum, tapuz - אקטואליה, מיד תועבר לעמוד, http://www.tapuz.co.il/Forums2008/ViewMsg.aspx?ForumId=54&MessageId=181299916, יש בני זונות בסמול  השמחים שחייל דרוזי נרצח עי בני בריתם-סמיילים חייכניים נשפכים  ובדיחות קרש מצחינות ננפחות בחדווהסמול זה דומן הסמול גרוע מהעבריםהסמול בוגד ודינו מוות לפי סעיף 99 לחוק העונשין&nbsp,3
 295167204953478143, 02/10/2016 05:51, forum, dacho-חדשות וסקופים, admin, http://www.dacho.co.il/showthread.php/763557-הנשיא-המקלל-ליהודים-סליחה-שאמרתי-שאני-היטלר?p=3478143#post3478143, הנשיא המקלל ליהודים: סליחה שאמרתי שאני היטלר-הנשיא המקלל ליהודים: סליחה שאמרתי שאני היטלרפרסום ב 02-10-2016 16:46נשיא הפיליפינים רודריגו דוטרטה  שקרא לאובמה בן זונה ואמר שהיה שמח להרוג סוחרי סמים כמו שהיטלר הרג יהודים  מתנצל שוב בעקבות הזעזוע העולמי: סליחה מעומק הלב  לא התכוונתי לפגוע בכםתודות לחדשות YNET,1
 19519150495784362939084070912, 07/10/2016 03:01, twitter, twitter, ASM, http://twitter.com/AbdulelahSM/statuses/784362939084070912, @amfant @AWADH1_ למצוץ חרא זין מטומטם,3
 29512043095956024, 07/10/2016 09:48, forum, askpeople-חברים ואנשים, פלפל, http://www.askpeople.co.il/question/139326, זונה קיללה אותי כי סירבתי לה. מה עשיתי לא טוב?-אתה שם קצוץ על מה שאיזו ז ונת-רחוב חושבת עליך?!החיים לא דפקו אותה- כל הגברים שאותו רחוב אולי...תתפלא אבל רוב הנשים בוחרות לעבוד בזה ולמכור את הגוף שלהן מבחירה חופשית.אין מה לרחם עליהן.,3
 29512043095957495, 09/10/2016 03:12, forum, askpeople-חברים ואנשים, DG, http://www.askpeople.co.il/question/139326, זונה קיללה אותי כי סירבתי לה. מה עשיתי לא טוב?-מפתיע אותי כל פעם מחדש התמימות של האנשים פה שחושבים שהשאלה הזו אמיתית.. תמימות שגובלת ב******......,1
 29512043095956412, 08/10/2016 11:58, forum, askpeople-חברים ואנשים, פפררקף, http://www.askpeople.co.il/question/139326, זונה קיללה אותי כי סירבתי לה. מה עשיתי לא טוב?-לא הכללתי אמרתי רובן  מה שנכון באמתרובן מבחירה כמו שמנקה רחובות עובד מבחירה וברורששניהם היו רוצים לשדרג לעבודה טובה יותר.אבל זה לא אומר שמנצלים אותם או אונסים אותם נגד רצונםזה מבחירה מודעת כמו המנקה,1
 119517842848922191091, 01/10/2016 09:17, Instagram, Instagram - one.co.il, yardenoren79, https://www.instagram.com/p/BK-3TcmBAGO, מטומטמים שיכנסו לכלא,3
 19519150495780724812247404544, 27/09/2016 02:04, twitter, twitter, geveret pilpelet, http://twitter.com/moranjulia/statuses/780724812247404544, רופאים מטומטמים.,3
3.95499E+15, 09/10/2016 02:07, TB, YNET - עמוד הבית, גדעון, http://www.ynet.co.il/articles/0%2c7340%2cL-4864285%2c00.html, אנשים מטומטמים שכחתם מה-,3
 19519150495784910910011895809, 09/10/2016 03:18, twitter, twitter, גל זיו - Gal Ziv, http://twitter.com/kobimaklef2015/statuses/784910910011895809, @jonatanu מטומטמים,3
 19519150495785207344489721856, 09/10/2016 10:56, twitter, twitter, דנבי, http://twitter.com/danby_/statuses/785207344489721856, חבורה של מטומטמים,3
 595100002450299142951119007974857535, 06/10/2016 04:21, facebook, FaceBook - Eliran Sabah, Eliran Sabah, http://www.facebook.com/permalink.php?story_fbid=1119007974857535&id=100002450299142, מזל שהם מטומטמים,3
